"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","140","732036","0.0-21.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","5","5","239","300","61","right","92","1","yes","right","right","98.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","141","732477","0.0-22.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","142","732992","0.0-22.0-1.0","32","prefer_not_to_say","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1211","Confidence judgement (first response)","","confidence_first","html-keyboard-response","143","734203","0.0-22.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","95.25","50","95.25","true","60","","","","","","","","","","","","","","","","","","","","","",""
"785","forcedAdvice","0","forced_advice_display","html-button-response","144","734990","0.0-22.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","145","735805","0.0-22.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1285","Confidence judgment (second response)","","confidence_second","html-keyboard-response","146","737092","0.0-22.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","98.25","50","98.25","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","147","737095","0.0-23.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","6","6","240","300","60","right","95.25","2","yes","right","right","98.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","148","737378","0.0-24.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","149","737901","0.0-24.0-1.0","32","prefer_not_to_say","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1512","Confidence judgement (first response)","","confidence_first","html-keyboard-response","150","739415","0.0-24.0-2.0","32","prefer_not_to_say","","-1","-1","","","","right","97.25","50","97.25","true","59","","","","","","","","","","","","","","","","","","","","","",""
"934","forcedAdvice","0","forced_advice_display","html-button-response","151","740350","0.0-24.0-4.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","152","741151","0.0-24.0-4.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1372","Confidence judgment (second response)","","confidence_second","html-keyboard-response","153","742525","0.0-24.0-6.0","32","prefer_not_to_say","","-1","-1","","","","right","99.5","50","99.5","true","59","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","154","742526","0.0-25.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","7","7","240","300","60","right","97.25","2","yes","right","right","99.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","155","743006","0.0-26.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=241, diff=59]","null","numerosity","html-keyboard-response","156","743525","0.0-26.0-1.0","32","prefer_not_to_say","","-1","-1","300","241","59","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1367","Confidence judgement (first response)","","confidence_first","html-keyboard-response","157","744894","0.0-26.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","95.5","95.5","50","true","59","","","","","","","","","","","","","","","","","","","","","",""
"925","[advice choice Y,N]","0","advice_choice","html-button-response","158","745822","0.0-26.0-3.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","159","746637","0.0-26.0-3.0-1.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1675","Confidence judgment (second response)","","confidence_second","html-keyboard-response","160","748314","0.0-26.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","99.75","99.75","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","161","748315","0.0-27.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","8","8","300","241","59","left","95.5","1","yes","left","left","99.75","true","","","","","",""
"13895","block message","0","block_message","html-button-response","162","762212","0.0-28.0","32","prefer_not_to_say","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","163","762417","0.0-29.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=242, diff=58]","null","numerosity","html-keyboard-response","164","762930","0.0-29.0-1.0","32","prefer_not_to_say","","-1","-1","300","242","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1227","Confidence judgement (first response)","","confidence_first","html-keyboard-response","165","764158","0.0-29.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","92.25","92.25","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"1210","noAdvice","0","no_advice_display","html-button-response","166","765368","0.0-29.0-5.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","167","766178","0.0-29.0-5.0-1.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39157","Confidence judgment (second response)","","confidence_second","html-keyboard-response","168","805338","0.0-29.0-6.0","32","prefer_not_to_say","","-1","-1","","","","left","92.25","92.25","50","true","58","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","169","805342","0.0-30.0","32","prefer_not_to_say","","","","","","","","","","","","","","","0","9","9","300","242","58","left","92.25","3","yes","left","left","92.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","170","805852","0.0-31.0-0.0","32","prefer_not_to_say","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","171","806368","0.0-31.0-1.0","32","prefer_not_to_say","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2595","Confidence judgement (first response)","","confidence_first","html-keyboard-response","172","808966","0.0-31.0-2.0","32","prefer_not_to_say","","-1","-1","","","","left","97.5","97.5","50","false","59","","","","","","","","","","","","","","","","","","","","","",""
