"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","consolidated-trial-data","consolidated-trial-data","902","3554527","0.0-274.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","6","111","253","300","47","right","88.75","true","1451","3","no","right","right","88.75","true","true","1063.8999999910593","","","","","","",""
"","fixation","html-keyboard-response","903","3555808","0.0-275.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","904","3556324","0.0-275.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","905","3557968","0.0-275.0-2.0","1641.2999999970198","Confidence judgement (first response)","","","-1","-1","","","","left","94.5","94.5","50","false","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","906","3558827","0.0-275.0-3.0-0.0","858","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","907","3559630","0.0-275.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","908","3560055","0.0-275.0-6.0","423.5","Confidence judgment (second response)","","","-1","-1","","","","left","94.5","94.5","50","false","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","909","3560063","0.0-276.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","7","112","253","300","47","left","94.5","false","1641.2999999970198","1","no","right","left","94.5","true","false","423.5","","","","","","",""
"","fixation","html-keyboard-response","910","3561490","0.0-277.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","911","3561997","0.0-277.0-1.0","null","[Dot display: left=300, right=253, diff=47]","null","","-1","-1","300","253","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","912","3589124","0.0-277.0-2.0","27125.10000000894","Confidence judgement (first response)","","","-1","-1","","","","right","79.75","50","79.75","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","913","3590147","0.0-277.0-5.0-0.0","1021","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","914","3590952","0.0-277.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","915","3591704","0.0-277.0-6.0","750.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","79.75","50","79.75","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","916","3591706","0.0-278.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","8","113","300","253","47","right","79.75","false","27125.10000000894","3","no","right","right","79.75","false","false","750.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","917","3592944","0.0-279.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","918","3593459","0.0-279.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","919","3594845","0.0-279.0-2.0","1383.3999999910593","Confidence judgement (first response)","","","-1","-1","","","","right","84.5","50","84.5","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","920","3596599","0.0-279.0-3.0-0.0","1753","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","921","3597413","0.0-279.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","922","3598555","0.0-279.0-6.0","1140","Confidence judgment (second response)","","","-1","-1","","","","right","93.75","50","93.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","923","3598557","0.0-280.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","9","114","252","300","48","right","84.5","true","1383.3999999910593","1","no","right","right","93.75","true","true","1140","","","","","","",""
"","fixation","html-keyboard-response","924","3599830","0.0-281.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","925","3600340","0.0-281.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","926","3602183","0.0-281.0-2.0","1841.2000000029802","Confidence judgement (first response)","","","-1","-1","","","","right","95","50","95","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","927","3603738","0.0-281.0-5.0-0.0","1554","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","928","3604546","0.0-281.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","929","3605687","0.0-281.0-6.0","1138.3999999910593","Confidence judgment (second response)","","","-1","-1","","","","right","95","50","95","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","930","3605698","0.0-282.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","10","115","252","300","48","right","95","true","1841.2000000029802","3","no","right","right","95","true","true","1138.3999999910593","","","","","","",""
"","fixation","html-keyboard-response","931","3606976","0.0-283.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","932","3607481","0.0-283.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","933","3608888","0.0-283.0-2.0","1404.5999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","91.25","91.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","934","3609601","0.0-283.0-5.0-0.0","712","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","935","3610407","0.0-283.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","936","3611141","0.0-283.0-6.0","731.8999999910593","Confidence judgment (second response)","","","-1","-1","","","","left","91.25","91.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","937","3611148","0.0-284.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","11","116","300","252","48","left","91.25","true","1404.5999999940395","3","no","right","left","91.25","false","true","731.8999999910593","","","","","","",""
"","fixation","html-keyboard-response","938","3612421","0.0-285.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","939","3612938","0.0-285.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","940","3614765","0.0-285.0-2.0","1824.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","92","92","50","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","941","3615503","0.0-285.0-4.0-0.0","737","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","942","3616305","0.0-285.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","943","3618397","0.0-285.0-6.0","2089.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","96.5","96.5","50","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","944","3618399","0.0-286.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","12","117","252","300","48","left","92","false","1824.7000000029802","2","no","left","left","96.5","false","false","2089.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","945","3619761","0.0-287.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","946","3620266","0.0-287.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","947","3621937","0.0-287.0-2.0","1669.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","97","97","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","948","3622713","0.0-287.0-4.0-0.0","774","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","949","3623514","0.0-287.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","950","3625015","0.0-287.0-6.0","1499.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","right","97.75","50","97.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","951","3625017","0.0-288.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","13","118","252","300","48","left","97","false","1669.4000000059605","2","no","right","right","97.75","true","true","1499.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","952","3626483","0.0-289.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","953","3626988","0.0-289.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","954","3628726","0.0-289.0-2.0","1736.300000011921","Confidence judgement (first response)","","","-1","-1","","","","right","86.25","50","86.25","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","955","3629640","0.0-289.0-5.0-0.0","912","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","956","3630448","0.0-289.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","957","3632520","0.0-289.0-6.0","2069.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","86.25","50","86.25","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","958","3632522","0.0-290.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","7","14","119","251","300","49","right","86.25","true","1736.300000011921","3","no","right","right","86.25","true","true","2069.5999999940395","","","","","","",""
"","block_message","html-button-response","959","3636424","0.0-291.0","3899","block message","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","960","3637875","0.0-292.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","961","3638381","0.0-292.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","962","3639904","0.0-292.0-2.0","1521.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","95.5","95.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","963","3641244","0.0-292.0-3.0-0.0","1338","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","964","3642051","0.0-292.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","965","3643040","0.0-292.0-6.0","986.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","95.5","95.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","966","3643042","0.0-293.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","0","120","300","251","49","left","95.5","true","1521.4000000059605","1","no","right","left","95.5","false","true","986.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","967","3644486","0.0-294.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","968","3644991","0.0-294.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","969","3646168","0.0-294.0-2.0","1175.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","90","90","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","970","3647202","0.0-294.0-3.0-0.0","1033","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","971","3648012","0.0-294.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","972","3649107","0.0-294.0-6.0","1093.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","90","90","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","973","3649109","0.0-295.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","1","121","300","251","49","left","90","true","1175.4000000059605","1","no","right","left","90","false","true","1093.1000000089407","","","","","","",""
"","fixation","html-keyboard-response","974","3650437","0.0-296.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","975","3650942","0.0-296.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","976","3652453","0.0-296.0-2.0","1510.0999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","91.75","91.75","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","977","3653354","0.0-296.0-4.0-0.0","900","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","978","3654165","0.0-296.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","979","3655714","0.0-296.0-6.0","1546.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","100","100","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","980","3655716","0.0-297.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","2","122","300","252","48","left","91.75","true","1510.0999999940395","2","no","left","left","100","true","true","1546.7000000029802","","","","","","",""
"","fixation","html-keyboard-response","981","3657058","0.0-298.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","982","3657564","0.0-298.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","983","3658940","0.0-298.0-2.0","1373.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","93.75","93.75","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","984","3659948","0.0-298.0-3.0-0.0","1007","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","985","3660750","0.0-298.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","986","3661680","0.0-298.0-6.0","928.1000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","93.75","93.75","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","987","3661682","0.0-299.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","3","123","252","300","48","left","93.75","false","1373.800000011921","1","no","left","left","93.75","false","false","928.1000000089407","","","","","","",""
"","fixation","html-keyboard-response","988","3662949","0.0-300.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","989","3663455","0.0-300.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","990","3665101","0.0-300.0-2.0","1643.7000000029802","Confidence judgement (first response)","","","-1","-1","","","","left","97","97","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","991","3675685","0.0-300.0-4.0-0.0","10582","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","992","3676496","0.0-300.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","993","3678805","0.0-300.0-6.0","2306.5","Confidence judgment (second response)","","","-1","-1","","","","right","94.5","50","94.5","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","994","3678817","0.0-301.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","4","124","251","300","49","left","97","false","1643.7000000029802","2","no","right","right","94.5","true","true","2306.5","","","","","","",""
"","fixation","html-keyboard-response","995","3680193","0.0-302.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","996","3680706","0.0-302.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","997","3697561","0.0-302.0-2.0","16851.70000000298","Confidence judgement (first response)","","","-1","-1","","","","left","92","92","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","998","3698546","0.0-302.0-4.0-0.0","984","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","999","3699349","0.0-302.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1000","3700720","0.0-302.0-6.0","1368.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","97.25","97.25","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1001","3700722","0.0-303.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","5","125","300","250","50","left","92","true","16851.70000000298","2","no","left","left","97.25","true","true","1368.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","1002","3702163","0.0-304.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1003","3702683","0.0-304.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1004","3704161","0.0-304.0-2.0","1475.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","left","98.25","98.25","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1005","3704984","0.0-304.0-5.0-0.0","822","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1006","3705788","0.0-304.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1007","3707862","0.0-304.0-6.0","2072.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","97","97","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1008","3707865","0.0-305.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","6","126","300","251","49","left","98.25","true","1475.6000000089407","3","no","left","left","97","true","true","2072.4000000059605","","","","","","",""
"","fixation","html-keyboard-response","1009","3709230","0.0-306.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1010","3709742","0.0-306.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1011","3711333","0.0-306.0-2.0","1588.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","96.5","96.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1012","3712291","0.0-306.0-3.0-0.0","956","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1013","3713095","0.0-306.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1014","3713629","0.0-306.0-6.0","531.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","96.5","96.5","50","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1015","3713635","0.0-307.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","7","127","251","300","49","left","96.5","false","1588.800000011921","1","no","left","left","96.5","false","false","531.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1016","3715084","0.0-308.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1017","3715589","0.0-308.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1018","3717053","0.0-308.0-2.0","1462","Confidence judgement (first response)","","","-1","-1","","","","left","97.75","97.75","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1019","3717743","0.0-308.0-5.0-0.0","689","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1020","3718548","0.0-308.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1021","3719409","0.0-308.0-6.0","858.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","97.75","97.75","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1022","3719411","0.0-309.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","8","128","300","250","50","left","97.75","true","1462","3","no","left","left","97.75","true","true","858.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1023","3720830","0.0-310.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1024","3721335","0.0-310.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1025","3723919","0.0-310.0-2.0","2581.9000000059605","Confidence judgement (first response)","","","-1","-1","","","","left","96","96","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1026","3724970","0.0-310.0-3.0-0.0","1049","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1027","3725781","0.0-310.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1028","3726670","0.0-310.0-6.0","886.5999999940395","Confidence judgment (second response)","","","-1","-1","","","","left","96","96","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1029","3726685","0.0-311.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","8","9","129","300","250","50","left","96","true","2581.9000000059605","1","no","left","left","96","true","true","886.5999999940395","","","","","","",""
"","fixation","html-keyboard-response","1030","3728165","0.0-312.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1031","3728670","0.0-312.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1032","3730155","0.0-312.0-2.0","1482.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","97.5","97.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1033","3730839","0.0-312.0-5.0-0.0","682","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1034","3731647","0.0-312.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1035","3732563","0.0-312.0-6.0","914.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","97.5","97.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
