"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","consolidated-trial-data","consolidated-trial-data","850","1273788","0.0-262.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","13","103","300","252","48","left","69.25","true","1241","3","yes","right","left","69.25","false","true","792","","","","","","","",""
"","fixation","html-keyboard-response","851","1275040","0.0-263.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","852","1275557","0.0-263.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","853","1277803","0.0-263.0-2.0","2240","Confidence judgement (first response)","","","-1","-1","","","","left","82.5","82.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","854","1278467","0.0-263.0-4.0-0.0","662","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","855","1279272","0.0-263.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","856","1279733","0.0-263.0-6.0","457","Confidence judgment (second response)","","","-1","-1","","","","left","82.5","82.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","857","1279737","0.0-264.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","6","14","104","300","252","48","left","82.5","true","2240","2","yes","left","left","82.5","true","true","457","","","","","","","",""
"","block_message","html-button-response","858","1302718","0.0-265.0","22978","block message","0","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","859","1304213","0.0-266.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","860","1304722","0.0-266.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","861","1309755","0.0-266.0-2.0","5029.999999999767","Confidence judgement (first response)","","","-1","-1","","","","right","52","50","52","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","862","1310553","0.0-266.0-5.0-0.0","796","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","863","1311356","0.0-266.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","864","1313246","0.0-266.0-6.0","1885","Confidence judgment (second response)","","","-1","-1","","","","right","52","50","52","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","865","1313249","0.0-267.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","0","105","252","300","48","right","52","true","5029.999999999767","3","yes","left","right","52","false","true","1885","","","","","","","",""
"","fixation","html-keyboard-response","866","1314527","0.0-268.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","867","1315044","0.0-268.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","868","1319028","0.0-268.0-2.0","3980","Confidence judgement (first response)","","","-1","-1","","","","left","50.5","50.5","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","869","1320029","0.0-268.0-3.0-0.0","998","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","870","1320833","0.0-268.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","871","1321913","0.0-268.0-6.0","1072.9999999997672","Confidence judgment (second response)","","","-1","-1","","","","left","50.5","50.5","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","872","1321917","0.0-269.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","1","106","300","252","48","left","50.5","true","3980","1","yes","left","left","50.5","true","true","1072.9999999997672","","","","","","","",""
"","fixation","html-keyboard-response","873","1323274","0.0-270.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","874","1323791","0.0-270.0-1.0","null","[Dot display: left=300, right=253, diff=47]","null","","-1","-1","300","253","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","875","1325647","0.0-270.0-2.0","1850","Confidence judgement (first response)","","","-1","-1","","","","right","79","50","79","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","876","1326346","0.0-270.0-4.0-0.0","697","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","877","1327150","0.0-270.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","878","1327997","0.0-270.0-6.0","839.9999999997672","Confidence judgment (second response)","","","-1","-1","","","","right","79","50","79","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","879","1328001","0.0-271.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","2","107","300","253","47","right","79","false","1850","2","yes","left","right","79","true","false","839.9999999997672","","","","","","","",""
"","fixation","html-keyboard-response","880","1329422","0.0-272.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","881","1329937","0.0-272.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","882","1331931","0.0-272.0-2.0","1989","Confidence judgement (first response)","","","-1","-1","","","","left","99.5","99.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","883","1332646","0.0-272.0-3.0-0.0","713","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","884","1333451","0.0-272.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","885","1336464","0.0-272.0-6.0","3007","Confidence judgment (second response)","","","-1","-1","","","","left","99.5","99.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","886","1336467","0.0-273.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","3","108","300","252","48","left","99.5","true","1989","1","yes","left","left","99.5","true","true","3007","","","","","","","",""
"","fixation","html-keyboard-response","887","1337770","0.0-274.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","888","1338288","0.0-274.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","889","1339648","0.0-274.0-2.0","1355","Confidence judgement (first response)","","","-1","-1","","","","right","89","50","89","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","890","1340679","0.0-274.0-4.0-0.0","1028","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","891","1341483","0.0-274.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","892","1343681","0.0-274.0-6.0","2187.999999999767","Confidence judgment (second response)","","","-1","-1","","","","right","89","50","89","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","893","1343684","0.0-275.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","4","109","252","300","48","right","89","true","1355","2","yes","right","right","89","true","true","2187.999999999767","","","","","","","",""
"","fixation","html-keyboard-response","894","1345071","0.0-276.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","895","1345587","0.0-276.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","896","1347166","0.0-276.0-2.0","1574","Confidence judgement (first response)","","","-1","-1","","","","left","81.5","81.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","897","1349077","0.0-276.0-3.0-0.0","1910","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","898","1349881","0.0-276.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","899","1350532","0.0-276.0-6.0","645.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","left","81.5","81.5","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","900","1350535","0.0-277.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","5","110","300","252","48","left","81.5","true","1574","1","yes","left","left","81.5","true","true","645.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","901","1351754","0.0-278.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","902","1352272","0.0-278.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","903","1353899","0.0-278.0-2.0","1622","Confidence judgement (first response)","","","-1","-1","","","","right","92.5","50","92.5","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","904","1354598","0.0-278.0-5.0-0.0","696","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","905","1355400","0.0-278.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","906","1357031","0.0-278.0-6.0","1625","Confidence judgment (second response)","","","-1","-1","","","","right","92.5","50","92.5","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","907","1357033","0.0-279.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","6","111","300","252","48","right","92.5","false","1622","3","yes","left","right","92.5","true","false","1625","","","","","","","",""
"","fixation","html-keyboard-response","908","1358448","0.0-280.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","909","1358961","0.0-280.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","910","1361216","0.0-280.0-2.0","2249","Confidence judgement (first response)","","","-1","-1","","","","right","83","50","83","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","911","1361718","0.0-280.0-4.0-0.0","500","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","912","1362522","0.0-280.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","913","1363266","0.0-280.0-6.0","738","Confidence judgment (second response)","","","-1","-1","","","","right","83","50","83","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","914","1363269","0.0-281.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","7","112","252","300","48","right","83","true","2249","2","yes","right","right","83","true","true","738","","","","","","","",""
"","fixation","html-keyboard-response","915","1364682","0.0-282.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","916","1365202","0.0-282.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","917","1366667","0.0-282.0-2.0","1459.0000000002328","Confidence judgement (first response)","","","-1","-1","","","","left","85.25","85.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","918","1367749","0.0-282.0-3.0-0.0","1079","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","919","1368553","0.0-282.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","920","1369199","0.0-282.0-6.0","641","Confidence judgment (second response)","","","-1","-1","","","","left","85.25","85.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","921","1369202","0.0-283.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","8","113","252","300","48","left","85.25","false","1459.0000000002328","1","yes","right","left","85.25","true","false","641","","","","","","","",""
"","attncheck","html-button-response","922","1370585","0.0-284.0","1379","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","","",""
"","fixation","html-keyboard-response","923","1371998","0.0-285.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","924","1372516","0.0-285.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","925","1374317","0.0-285.0-2.0","1797","Confidence judgement (first response)","","","-1","-1","","","","left","84","84","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","926","1375049","0.0-285.0-5.0-0.0","729","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","927","1375852","0.0-285.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","928","1382268","0.0-285.0-6.0","6410","Confidence judgment (second response)","","","-1","-1","","","","left","84","84","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","929","1382273","0.0-286.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","9","114","300","251","49","left","84","true","1797","3","yes","right","left","84","false","true","6410","","","","","","","",""
"","fixation","html-keyboard-response","930","1383543","0.0-287.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","931","1384059","0.0-287.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","932","1385285","0.0-287.0-2.0","1220","Confidence judgement (first response)","","","-1","-1","","","","left","87.25","87.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","933","1386084","0.0-287.0-3.0-0.0","797","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","934","1386888","0.0-287.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","935","1387869","0.0-287.0-6.0","970.0000000002328","Confidence judgment (second response)","","","-1","-1","","","","left","87.25","87.25","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","936","1387873","0.0-288.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","10","115","300","251","49","left","87.25","true","1220","1","yes","left","left","87.25","true","true","970.0000000002328","","","","","","","",""
"","fixation","html-keyboard-response","937","1389122","0.0-289.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","938","1389639","0.0-289.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","939","1391039","0.0-289.0-2.0","1394","Confidence judgement (first response)","","","-1","-1","","","","right","90","50","90","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","940","1391584","0.0-289.0-5.0-0.0","542","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","941","1392387","0.0-289.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","942","1393418","0.0-289.0-6.0","1025","Confidence judgment (second response)","","","-1","-1","","","","right","90","50","90","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","943","1393421","0.0-290.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","11","116","300","252","48","right","90","false","1394","3","yes","left","right","90","true","false","1025","","","","","","","",""
"","fixation","html-keyboard-response","944","1394792","0.0-291.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","945","1395310","0.0-291.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","946","1396920","0.0-291.0-2.0","1603","Confidence judgement (first response)","","","-1","-1","","","","right","84.5","50","84.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","947","1397384","0.0-291.0-4.0-0.0","462","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","948","1398188","0.0-291.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","949","1398719","0.0-291.0-6.0","525","Confidence judgment (second response)","","","-1","-1","","","","right","84.5","50","84.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","950","1398723","0.0-292.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","12","117","251","300","49","right","84.5","true","1603","2","yes","right","right","84.5","true","true","525","","","","","","","",""
"","fixation","html-keyboard-response","951","1399983","0.0-293.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","952","1400500","0.0-293.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","953","1401702","0.0-293.0-2.0","1197","Confidence judgement (first response)","","","-1","-1","","","","left","90","90","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","954","1402184","0.0-293.0-5.0-0.0","480","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","955","1402987","0.0-293.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","956","1404102","0.0-293.0-6.0","1108.9999999997672","Confidence judgment (second response)","","","-1","-1","","","","left","90","90","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","957","1404106","0.0-294.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","13","118","300","251","49","left","90","true","1197","3","yes","right","left","90","false","true","1108.9999999997672","","","","","","","",""
"","fixation","html-keyboard-response","958","1405602","0.0-295.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","959","1406120","0.0-295.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","960","1407371","0.0-295.0-2.0","1246","Confidence judgement (first response)","","","-1","-1","","","","right","95.75","50","95.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","961","1407851","0.0-295.0-4.0-0.0","479","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","962","1408656","0.0-295.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","963","1409803","0.0-295.0-6.0","1141","Confidence judgment (second response)","","","-1","-1","","","","left","50.25","50.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","964","1409807","0.0-296.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","7","14","119","251","300","49","right","95.75","true","1246","2","yes","left","left","50.25","false","false","1141","","","","","","","",""
"","block_message","html-button-response","965","1411485","0.0-297.0","1675","block message","0","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","966","1412787","0.0-298.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","967","1413305","0.0-298.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","968","1414752","0.0-298.0-2.0","1442","Confidence judgement (first response)","","","-1","-1","","","","right","86.25","50","86.25","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","969","1415268","0.0-298.0-5.0-0.0","514","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","970","1416070","0.0-298.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","971","1416790","0.0-298.0-6.0","714","Confidence judgment (second response)","","","-1","-1","","","","right","86.25","50","86.25","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","972","1416794","0.0-299.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","0","120","251","300","49","right","86.25","true","1442","3","yes","left","right","86.25","false","true","714","","","","","","","",""
"","fixation","html-keyboard-response","973","1418141","0.0-300.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","974","1418658","0.0-300.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","975","1419904","0.0-300.0-2.0","1240","Confidence judgement (first response)","","","-1","-1","","","","right","80.75","50","80.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","976","1421668","0.0-300.0-3.0-0.0","1761","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","977","1422472","0.0-300.0-3.0-1.0-0.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","978","1422981","0.0-300.0-6.0","503","Confidence judgment (second response)","","","-1","-1","","","","right","80.75","50","80.75","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","979","1422983","0.0-301.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","1","121","252","300","48","right","80.75","true","1240","1","yes","right","right","80.75","true","true","503","","","","","","","",""
"","fixation","html-keyboard-response","980","1424314","0.0-302.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","981","1424831","0.0-302.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","982","1426154","0.0-302.0-2.0","1313.9999999997672","Confidence judgement (first response)","","","-1","-1","","","","left","85.25","85.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","983","1426653","0.0-302.0-4.0-0.0","496","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","984","1427457","0.0-302.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","985","1428203","0.0-302.0-6.0","740","Confidence judgment (second response)","","","-1","-1","","","","left","85.25","85.25","50","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","986","1428207","0.0-303.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","2","122","252","300","48","left","85.25","false","1313.9999999997672","2","yes","left","left","85.25","false","false","740","","","","","","","",""
