"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","advice_direction","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","attncheck","html-button-response","987","1429570","0.0-304.0","1359","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","988","1430971","0.0-305.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","989","1431489","0.0-305.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","990","1432805","0.0-305.0-2.0","1310","Confidence judgement (first response)","","","-1","-1","","","","left","73.5","73.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","991","1433486","0.0-305.0-3.0-0.0","679","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","992","1434291","0.0-305.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","993","1434841","0.0-305.0-6.0","544","Confidence judgment (second response)","","","-1","-1","","","","left","73.5","73.5","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","994","1434844","0.0-306.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","3","123","300","251","49","left","73.5","true","1310","1","yes","left","left","73.5","true","true","544","","","","","","","",""
"","fixation","html-keyboard-response","995","1436117","0.0-307.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","996","1436633","0.0-307.0-1.0","null","[Dot display: left=251, right=300, diff=49]","null","","-1","-1","251","300","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","997","1437822","0.0-307.0-2.0","1185","Confidence judgement (first response)","","","-1","-1","","","","right","95.5","50","95.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","998","1438339","0.0-307.0-4.0-0.0","516","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","999","1439143","0.0-307.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","right","","","","","","",""
"","confidence_second","html-keyboard-response","1000","1439588","0.0-307.0-6.0","439","Confidence judgment (second response)","","","-1","-1","","","","right","95.5","50","95.5","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1001","1439591","0.0-308.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","4","124","251","300","49","right","95.5","true","1185","2","yes","right","right","95.5","true","true","439","","","","","","","",""
"","fixation","html-keyboard-response","1002","1440858","0.0-309.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1003","1441374","0.0-309.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1004","1442639","0.0-309.0-2.0","1259","Confidence judgement (first response)","","","-1","-1","","","","right","82.75","50","82.75","false","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1005","1443737","0.0-309.0-3.0-0.0","1097","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1006","1444542","0.0-309.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1007","1445623","0.0-309.0-6.0","1074","Confidence judgment (second response)","","","-1","-1","","","","left","50.25","50.25","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1008","1445625","0.0-310.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","5","125","300","251","49","right","82.75","false","1259","1","yes","left","left","50.25","true","true","1074","","","","","","","",""
"","fixation","html-keyboard-response","1009","1447008","0.0-311.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1010","1447525","0.0-311.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1011","1448756","0.0-311.0-2.0","1226","Confidence judgement (first response)","","","-1","-1","","","","right","79.5","50","79.5","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1012","1449274","0.0-311.0-5.0-0.0","516","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1013","1450077","0.0-311.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1014","1451188","0.0-311.0-6.0","1105","Confidence judgment (second response)","","","-1","-1","","","","right","79.5","50","79.5","false","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1015","1451192","0.0-312.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","6","126","300","251","49","right","79.5","false","1226","3","yes","left","right","79.5","true","false","1105","","","","","","","",""
"","fixation","html-keyboard-response","1016","1452672","0.0-313.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1017","1453191","0.0-313.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1018","1454856","0.0-313.0-2.0","1659.9999999997672","Confidence judgement (first response)","","","-1","-1","","","","left","92","92","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1019","1455355","0.0-313.0-4.0-0.0","496","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1020","1456160","0.0-313.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","left","","","","","","",""
"","confidence_second","html-keyboard-response","1021","1457706","0.0-313.0-6.0","1540","Confidence judgment (second response)","","","-1","-1","","","","left","92","92","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1022","1457709","0.0-314.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","8","7","127","300","250","50","left","92","true","1659.9999999997672","2","yes","left","left","92","true","true","1540","","","","","","","",""
"","fixation","html-keyboard-response","1023","1459014","0.0-315.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1024","1459531","0.0-315.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1025","1460923","0.0-315.0-2.0","1387","Confidence judgement (first response)","","","-1","-1","","","","left","87.25","87.25","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
